Year,Month,1_Ayapel_2502515,2_Cerete_13075030,3_Chima_13075010,4_Cienaga_de_Oro_13075020,5_Montelibano_2502516,6_Monteria,7_Monteria_13055030,8_Monteria_13065020,9_Monteria_13075050,10_Monteria_13085040,11_Planeta_Rica_25025190,12_Planeta_Rica_25015010
1984,1,22.45806452,20.72903226,22.12903226,22.61290323,21.79032258,22.90322581,22.90322581,22.93548387,21.82258065,22.90322581,21.83548387,22.61290323
1984,2,22.99310345,22.13793103,22.08965517,23.7137931,22.46896552,23.25862069,23.25862069,23.88965517,23,23.25862069,22.26551724,23.7137931
1984,3,23.43225806,22.4,22.07741935,23.81935484,22.85483871,23.35806452,23.35806452,24.08064516,23.08387097,23.35806452,22.51935484,23.81935484
1984,4,23.46,22.94,22.54666667,24.08666667,22.63333333,22.75,22.75,24.29,22.83,22.75,22.74,24.08666667
1984,5,23.32903226,23.30645161,22.6516129,23.42258065,23.08064516,23.42258065,23.42258065,24.17419355,23.28387097,23.42258065,23.32903226,23.42258065
1984,6,23.01333333,23.21666667,21.81333333,22.97333333,22.96,22.97333333,22.97333333,23.63666667,22.96,22.97333333,22.60333333,22.97333333
1984,7,22.49677419,22.5516129,21.67741935,23.10967742,22.21935484,23.18709677,23.18709677,23.4516129,22.67419355,23.18709677,22.38064516,23.10967742
1984,8,22.84516129,23.19677419,22.39677419,23.52258065,22.00967742,23.22903226,23.22903226,23.87096774,22.98709677,23.22903226,22.58387097,23.52258065
1984,9,22.46666667,22.31666667,21.82666667,22.70666667,22.21666667,22.67666667,22.67666667,23.23666667,21.90666667,22.67666667,22.15,22.70666667
1984,10,23.02580645,22.94193548,21.98709677,23.10967742,22.65483871,23.14193548,23.14193548,23.20967742,22.48064516,23.14193548,22.43225806,23.10967742
1984,11,23.03333333,22.53666667,21.97333333,22.69333333,22.53666667,23.01,23.01,21.29,22.24333333,23.01,21.88666667,22.69333333
1984,12,22.67741935,22.03225806,21.87741935,22.7,22.61290323,22.7,22.7,21.73548387,22.10967742,22.7,22.33548387,22.7
1985,1,21.40645161,21.36451613,21.57096774,22.12903226,21.71290323,21.59032258,21.59032258,22.08387097,21.33548387,21.59032258,21.66451613,22.12903226
1985,2,22.12857143,21.95,20.88571429,22.72857143,21.82857143,21.78928571,21.78928571,23.25714286,21.65,21.78928571,22.27857143,22.72857143
1985,3,23.21935484,22.80645161,21.72903226,23.52258065,22.08709677,22.36129032,22.36129032,23.60645161,22.93548387,22.36129032,23.05806452,23.21290323
1985,4,23.58666667,23.62333333,22.43333333,24.02333333,22.16333333,24.12333333,24.12333333,24.57,23.8,24.12333333,23.43,24.12333333
1985,5,23.9516129,23.24516129,22.54193548,24.04516129,22.28387097,23.19677419,23.19677419,23.12903226,23.61612903,23.19677419,23.12258065,23.29677419
1985,6,22.95333333,23.10333333,21.86666667,23.44,21.57666667,22.94333333,22.94333333,22.41666667,23.45666667,22.94333333,22.93666667,23.55
1985,7,22.58709677,22.93225806,22.03225806,23.05806452,21.21612903,22.64516129,22.64516129,22.79354839,23.07096774,22.64516129,22.07741935,21.74516129
1985,8,22.84516129,22.85806452,21.89677419,23.1,21.50322581,22.42903226,22.42903226,23.18064516,22.83870968,22.42903226,22.57096774,22.63225806
1985,9,22.92666667,22.97,22.10666667,22.97333333,21.71,22.71,22.71,23.89666667,23.02333333,22.71,22.57,22.17
1985,10,22.96774194,22.96774194,22.09032258,23.28387097,21.98709677,22.72903226,22.72903226,23.57419355,22.99032258,22.72903226,22.68064516,22.13870968
1985,11,23.24333333,22.81666667,21.73333333,23.31333333,21.72,22.96333333,22.96333333,23.64666667,22.72,22.96333333,22.63333333,22.84
1985,12,22.36774194,21.67741935,21.35483871,22.52580645,21.52580645,22.50322581,22.50322581,22.46129032,22.01612903,22.50322581,22.2,23.5
1986,1,22.83225806,21.7516129,22.06774194,22.92903226,21.38064516,22.09677419,22.09677419,23.6,21.78709677,22.09677419,21.7516129,22.96129032
1986,2,22.2,21.26428571,22.10714286,22.81785714,21.36071429,21.66071429,21.66071429,23.18571429,21.66785714,21.66071429,21.26428571,22.775
1986,3,22.65806452,22.43870968,21.89032258,23.44516129,21.58064516,22.42580645,22.42580645,22.08709677,22.82580645,22.42580645,22.43870968,23.61612903
1986,4,23.67,23.75333333,22.32333333,24.23333333,22.04333333,23.24,23.24,21.61666667,24.07666667,23.24,23.75333333,22.44666667
1986,5,23.72903226,23.72903226,22.8,24.13870968,22.36451613,23.57419355,23.57419355,21.85806452,24.06774194,23.57419355,23.72903226,22.86774194
1986,6,23.09333333,23.09333333,22.76,23.39666667,21.88333333,23.13666667,23.13666667,22.09333333,23.59,23.13666667,23.09333333,22.73333333
1986,7,23.2,22.9516129,22.8516129,22.89677419,22.20645161,23.14193548,23.14193548,22.13548387,23.04516129,23.14193548,22.9516129,22.65806452
1986,8,23.34193548,23.30645161,22.79354839,23.49354839,21.84193548,23.01290323,23.01290323,21.07096774,23.12258065,23.01290323,23.30645161,22.5
1986,9,23.23333333,23.17333333,22.56666667,23.10333333,22.70333333,22.82333333,22.82333333,22.42333333,23.35333333,22.82333333,23.17333333,22.67
1986,10,23.27096774,22.91290323,22.43870968,22.69677419,22.69677419,22.73548387,22.73548387,20.9483871,23.16451613,22.73548387,22.91290323,21.89354839
1986,11,23.36,22.75,22.72666667,23.05333333,22.72666667,22.89333333,22.89333333,21.01,23.08,22.89333333,22.75,22.58333333
1986,12,23.28387097,22.27419355,21.80322581,22.92258065,21.80322581,22.47741935,22.47741935,22.40322581,22.92258065,22.47741935,22.27419355,23.14516129
1987,1,21.83870968,21.83870968,22.59677419,23.37741935,22.84516129,23.37741935,23.37741935,24.12258065,22.46129032,23.37741935,21.83870968,23.37741935
1987,2,22.91428571,22.91428571,22.89642857,24.44642857,22.24642857,24.44642857,24.44642857,25.15714286,22.72857143,24.44642857,22.91428571,24.44642857
1987,3,23.79677419,22.88709677,23.09677419,24.79032258,22.64516129,24.79032258,24.79032258,25.4516129,23.06451613,24.79032258,22.83870968,24.79032258
1987,4,23.59,23.59,22.63666667,24.57666667,23.41666667,24.57666667,24.57666667,25.41666667,23.37333333,24.57666667,23.59,24.57666667
1987,5,23.96129032,23.96129032,23.30645161,23.81935484,23.6516129,23.81935484,23.81935484,25.00645161,23.70322581,23.81935484,23.96129032,23.81935484
1987,6,23.53333333,23.07,23.67333333,23.56,23.67333333,23.56,23.56,25.27,23.67333333,23.56,22.98,23.56
1987,7,23.19677419,22.82580645,24.02580645,23.03870968,24.02580645,23.03870968,23.03870968,24.83548387,24.02580645,23.03870968,23.21935484,23.03870968
1987,8,23.50967742,23.50967742,23.60967742,22.95483871,23.60967742,22.95483871,22.95483871,24.41612903,23.60967742,22.95483871,23.33870968,22.95483871
1987,9,23.58666667,23.58666667,23.90333333,23.29333333,23.90333333,23.29333333,23.29333333,24.58333333,23.90333333,23.29333333,23.28333333,23.29333333
1987,10,24.6516129,24.6516129,24.27096774,23.0483871,24.27096774,23.0483871,23.0483871,24.59677419,24.27096774,23.0483871,24.6516129,23.0483871
1987,11,24.42333333,24.42333333,24.11333333,23.51333333,24.11333333,23.51333333,23.51333333,24.68333333,24.11333333,23.51333333,24.42333333,23.51333333
1987,12,23.18709677,23.18709677,23.07741935,23.19677419,23.07741935,23.19677419,23.19677419,24.39032258,23.07741935,23.19677419,23.18709677,23.19677419
1988,1,23.04516129,22.28064516,21.68387097,22.78387097,21.23548387,22.09032258,22.09032258,22.58709677,20.47096774,22.09032258,23.04516129,22.78387097
1988,2,23.69655172,22.23448276,21.77931034,23.32413793,21.93793103,22.35862069,22.35862069,22.65517241,21.19310345,22.35862069,23.69655172,23.32413793
1988,3,22.99354839,22.27741935,21.45806452,22.98064516,21.74193548,22.19354839,22.19354839,21.65483871,20.86774194,22.19354839,22.99354839,22.98064516
1988,4,23.92333333,23.49666667,21.29333333,23.38,21.92666667,23.56666667,23.56666667,21.30666667,21.92666667,23.56666667,23.92333333,23.38
1988,5,23.72258065,23.96774194,21.37419355,23.26129032,21.5516129,23.68387097,23.68387097,21.57419355,22.45806452,23.68387097,23.72258065,23.26129032
1988,6,22.97,22.95666667,21.31666667,22.76,21.28,23.1,23.1,21.94,21.53,23.1,22.97,22.76
1988,7,23.01935484,23.11290323,20.93225806,22.67741935,20.93225806,23.17741935,23.17741935,21.14516129,20.93225806,23.17741935,23.01935484,22.67741935
1988,8,23.00645161,23.28709677,21.07096774,23.56451613,21.07096774,23.11612903,23.11612903,20.50322581,21.9483871,23.11612903,23.00645161,22.36774194
1988,9,23.36666667,23.36666667,21.33666667,23.86,21.33666667,23.63333333,23.63333333,20.81,23.47333333,23.63333333,23.36666667,22.78
1988,10,23.48387097,23.45483871,22.64193548,23.70967742,21.37419355,23.5483871,23.5483871,21.29677419,23.4516129,23.5483871,23.48387097,23.09032258
1988,11,23.64,22.15666667,23.09,23.56666667,21.15,22.49666667,22.49666667,20.71,23.52666667,22.49666667,23.64,22.49666667
1988,12,22.98709677,22.60322581,23.25806452,22.98387097,21.04516129,22.65483871,22.65483871,21.16774194,22.72580645,22.65483871,22.98709677,22.64193548
1989,1,23.10967742,22.06774194,23.34193548,22.67096774,21.26451613,22.46129032,22.46129032,21.75806452,22.64193548,22.46129032,22.33548387,22.77741935
1989,2,21.71428571,21.03214286,23.43571429,21.96428571,20.61071429,21.09285714,21.09285714,20.19285714,21.71785714,21.09285714,21.875,23.28214286
1989,3,23.2483871,22.38387097,23.4516129,23.11612903,21.06451613,21.97096774,21.97096774,20.67741935,22.98387097,21.97096774,22.36451613,22.25483871
1989,4,24.2,23.83,23.20666667,24.06333333,21.92666667,23.04,23.04,20.84666667,23.66666667,23.04,24.2,23.60666667
1989,5,23.45483871,23.35806452,23.26774194,23.6,21.32580645,23.07741935,23.07741935,20.74193548,23.19677419,23.07741935,23.41612903,22.66774194
1989,6,24.00666667,23.58666667,23.43333333,23.87333333,21.72666667,23.18,23.18,21.02666667,23.49666667,23.18,23.58666667,23.87333333
1989,7,23.49032258,23.49032258,23.2516129,23.15806452,21.46129032,22.93225806,22.93225806,20.4516129,23.15806452,22.93225806,23.49032258,23.15806452
1989,8,23.17419355,23.17419355,23.08387097,23.21935484,21.14516129,22.83225806,22.83225806,20.85806452,23.08387097,22.83225806,23.17419355,23.21935484
1989,9,23.19333333,23.19333333,23.16333333,23.35,21.10666667,23.02,23.02,20.74666667,23.16333333,23.02,23.19333333,22.53
1989,10,23.26774194,23.26774194,23.03548387,23.6,21.26129032,23.09032258,23.09032258,20.99677419,23.03548387,23.09032258,23.26774194,22.37419355
1989,11,24.01666667,24.01666667,22.78666667,23.99666667,21.96,23.09333333,23.09333333,22.33666667,23.50666667,23.09333333,24.01666667,22.93333333
1989,12,23.31612903,23.31612903,22.91290323,23.28709677,21.21290323,23.00645161,23.00645161,21.14516129,22.91290323,23.00645161,21.92258065,23.21935484
1990,1,22.81612903,20.87096774,22.53548387,23.3483871,20.98064516,22.56451613,22.8,20.91290323,22.60645161,22.56451613,20.87096774,23.05483871
1990,2,21.075,21.075,22.65,23.35,21.35,22.37142857,22.88571429,23.39285714,22.62142857,22.37142857,21.075,22.81785714
1990,3,23.57419355,21.37741935,22.53870968,23.78387097,21.76451613,22.98064516,23.22580645,20.29354839,23.4,22.98064516,21.37741935,22.82903226
1990,4,21.73666667,21.73666667,22.58,24.81,22.58666667,23.78333333,23.65666667,21.34666667,24.60333333,23.78333333,21.73666667,23.84666667
1990,5,23.78064516,23.78064516,22.19354839,24.3483871,21.70967742,23.8516129,23.24193548,21.27419355,23.88064516,23.8516129,20.81612903,22.72258065
1990,6,21.86333333,21.86333333,22.04333333,24.50333333,21.8,24.1,23.31666667,21.66666667,24.05,24.1,20.60666667,23.94666667
1990,7,20.38064516,20.38064516,20.59032258,23.90967742,21.36451613,23.35483871,23.36129032,21.55483871,23.58709677,23.35483871,20.38064516,22.27096774
1990,8,20.15483871,20.15483871,19.06774194,23.56129032,20.8,23.57419355,22.5483871,21.11290323,23.31935484,23.57419355,20.15483871,22.5483871
1990,9,20.43333333,20.43333333,19.4,23.08666667,20.81666667,23.18,23.77,20.77333333,23.17333333,23.18,20.43333333,23.77
1990,10,23.04516129,23.04516129,20.24516129,23.12903226,21.80967742,23.13225806,22.74516129,21.37741935,23.44516129,23.13225806,20.31612903,22.74516129
1990,11,23.17666667,23.17666667,20.89333333,23.85333333,22.14666667,23.67,23.17666667,21.54333333,24.04666667,23.67,22.09666667,23.17666667
1990,12,20.53548387,20.53548387,20.10645161,23.11612903,21.6,22.84516129,23.05806452,21.62258065,23.05806452,22.84516129,20.53548387,23.05806452
1991,1,23.03225806,21.92580645,19.40967742,22.79032258,20.69032258,22.42258065,22.42258065,21.75483871,22.51290323,22.42258065,21.92580645,23.36129032
1991,2,22.42857143,22.42857143,22.925,23.61071429,21.05357143,23.07142857,23.07142857,21.26785714,22.925,23.07142857,22.42857143,23.98571429
1991,3,23.33225806,23.33225806,24.01290323,24.45806452,21.53870968,23.91935484,23.91935484,21.49677419,24.01290323,23.91935484,23.33225806,24.51935484
1991,4,23.62,23.62,24.02333333,24.32,21.72,24.11,24.11,21.27,24.02333333,24.11,23.62,24.22666667
1991,5,23.70322581,23.70322581,24.21290323,23.89032258,21.83870968,24.11612903,24.11612903,21.72903226,24.21290323,24.11612903,23.70322581,24.08709677
1991,6,24,24.00666667,20.56333333,24.30333333,21.93333333,24.17333333,24.17333333,21.53,24.23,24.17333333,24,24.17333333
1991,7,23.48709677,23.89677419,21.63548387,24.04516129,22.18709677,23.84516129,23.84516129,21.53548387,23.93548387,23.84516129,23.48709677,23.84193548
1991,8,23.71935484,23.63548387,20.28387097,23.37096774,21.15806452,23.6516129,23.6516129,20.80967742,23.51935484,23.6516129,23.71935484,23.64193548
1991,9,23.63,23.43666667,21.06,23.41666667,21.35333333,23.64666667,23.64666667,21.00333333,23.58666667,23.64666667,23.63,23.49666667
1991,10,22.80645161,22.55806452,20.86129032,22.78387097,21.02903226,23.07741935,23.07741935,20.55806452,23.16774194,23.07741935,22.80645161,22.65806452
1991,11,23.15666667,22.95333333,21.39,23.16666667,22.93,23.56666667,23.56666667,24.35666667,23.63,23.56666667,23.15666667,23.39
1991,12,22.84193548,22.45483871,21.33225806,22.30967742,21.34193548,23.19354839,21.83870968,23.78064516,23.02580645,23.19354839,22.84193548,23.08064516
1992,1,22.41290323,22.41290323,21.00322581,21.94516129,22.00967742,22.8483871,21.69677419,20.76774194,22.91612903,22.8483871,22.5516129,23.42580645
1992,2,22.50689655,22.50689655,21.14137931,22.32413793,21.92758621,23.23793103,21.72068966,21.38965517,23.10689655,23.23793103,23.17931034,23.88275862
1992,3,23.31290323,23.31290323,21.25483871,24.22903226,22.44516129,23.59354839,22.39354839,21.8516129,24.16129032,23.59354839,23.96774194,23.04516129
1992,4,24.75333333,24.75333333,21.38666667,24.81333333,22.86666667,24.02666667,23.07,21.69,24.85333333,24.02666667,24.75333333,24.56
1992,5,23.23225806,23.23225806,21.77419355,24.41935484,22.77096774,23.79354839,23.10967742,21.76774194,24.39354839,23.79354839,24.07096774,22.58709677
1992,6,23.33333333,23.33333333,22.17666667,24.18666667,22.85333333,23.55666667,23.20666667,21.25666667,24.32,23.55666667,23.86666667,23.28
1992,7,22.1516129,22.1516129,21.42580645,23.0516129,22.78387097,22.83548387,22.31612903,20.68387097,23.05806452,22.83548387,23.30322581,22.61935484
1992,8,22.83870968,22.83870968,21.29032258,23.39354839,22.62580645,23.1,22.93870968,21.20322581,23.16774194,23.1,23.3,22.44516129
1992,9,23.52,23.52,21.70666667,23.00666667,22.81333333,22.88,22.82666667,21.37666667,23.24666667,22.88,23.49666667,21.8
1992,10,23.83870968,23.83870968,21.59032258,23.5483871,23.10322581,23.4516129,23.15483871,21.65806452,23.4516129,23.4516129,23.72258065,21.19354839
1992,11,23.25,23.25,21.18666667,23.13,22.73333333,22.76,22.02,20.96,23.18,22.76,23.63666667,21.4
1992,12,23.01290323,23.01290323,21.59354839,22.79354839,22.94516129,22.61290323,21.61935484,20.85483871,22.7516129,22.61290323,22.66774194,21.20322581
1993,1,23.25483871,22.77741935,21.9483871,22.8483871,22.9516129,22.9516129,21.63870968,20.6,23.32258065,22.9516129,22.77741935,20.86129032
1993,2,23.24642857,22.34285714,21.77142857,21.86428571,22.95357143,22.59285714,21.62142857,21.01071429,23.14285714,22.59285714,22.34285714,22.33928571
1993,3,23.1516129,22.02580645,21.90322581,22.26129032,22.87096774,23.34516129,21.78709677,21.19354839,23.75483871,23.34516129,22.02580645,20.85806452
1993,4,24.05666667,23.88333333,22.00333333,22.87333333,23.15666667,24.25333333,22.35333333,22.40333333,24.53333333,24.25333333,23.88333333,21.53333333
1993,5,23.80322581,23.58709677,22.02903226,22.59354839,22.88387097,24.08709677,22.93225806,21.0483871,24.33548387,24.08709677,23.58709677,21.29677419
1993,6,24.06,23.51,22.03,21.74,23.05,23.38666667,22.58666667,20.98,24.36666667,23.38666667,23.51,21.80666667
1993,7,23.59677419,22.90967742,21.92258065,22.38387097,22.82258065,23.40645161,22.8516129,20.62258065,23.94193548,23.40645161,22.90967742,21.77419355
1993,8,23.28709677,23.26129032,21.80322581,22.85806452,23.1483871,23.52258065,22.62903226,20.86129032,23.90322581,23.52258065,23.26129032,22.68064516
1993,9,23.2,22.59333333,21.79,21.88,22.76,23.05333333,22.24,21.48,23.40666667,23.05333333,22.59333333,22.12666667
1993,10,23,23.1483871,21.58387097,23.24193548,22.70645161,23.66129032,22.6,20.89032258,23.76774194,23.66129032,23.1483871,22.48387097
1993,11,23.47,22.85666667,21.95333333,22.17666667,23.19333333,23.34666667,23.16666667,21.98666667,22.08333333,23.34666667,22.85666667,23.07333333
1993,12,23.75483871,21.55483871,21.8,22.74516129,22.4,23.1483871,22.40322581,21.53225806,22.4,23.1483871,21.55483871,23.36129032
1994,1,22.54193548,22.07096774,21.87741935,22.71290323,21.38064516,21.98064516,21.35806452,20.33548387,21.38064516,21.98064516,22.07096774,22.63870968
1994,2,22.95,22.51785714,21.86428571,22.76785714,21.02857143,21.71071429,21.71071429,20.47857143,21.02857143,21.71071429,22.51785714,22.80714286
1994,3,23.51612903,22.49032258,22.02580645,23.81935484,23.03548387,22.45483871,22.45483871,19.92258065,21.71935484,22.45483871,22.49032258,22.96129032
1994,4,23.80333333,23.24333333,22.63,24.11666667,23.24,23.21666667,22.97333333,19.84666667,22.06666667,23.21666667,23.24333333,22.21666667
1994,5,23.97741935,23.27096774,22.51935484,23.87419355,23.15806452,23.70645161,23.49677419,19.9516129,23.52903226,23.70645161,23.27096774,22.53225806
1994,6,23.52,23.18333333,22.17666667,22.12333333,22.99333333,23.77333333,23.13666667,20.31333333,23.20666667,23.77333333,23.18333333,22.75333333
1994,7,23.42580645,23.16774194,22.22258065,22.07741935,22.69032258,23.35806452,22.71935484,22.92258065,22.69032258,23.35806452,23.16774194,22.94193548
1994,8,23.11935484,22.5516129,22.08709677,21.76129032,22.03870968,23.00322581,22.40967742,23.82580645,22.03870968,23.00322581,22.5516129,22.29354839
1994,9,22.89333333,23.06,22.04,21.72,22.77333333,23.47333333,22.95333333,24.38666667,22.77333333,23.47333333,23.06,21.72
1994,10,23.2516129,22.78709677,21.74193548,21.83225806,22.0516129,22.8516129,22.26774194,23.8,22.0516129,22.8516129,22.78709677,22.18064516
1994,11,23.63,23.12333333,21.97,22.33666667,23.80666667,22.99,22.98,24.24,23.80666667,22.99,23.12333333,22.37
1994,12,24.15483871,23.22258065,22.04516129,21.56129032,24.00645161,23.18064516,23.01612903,24.18709677,24.00645161,23.18064516,23.22258065,21.85483871
1995,1,22.90645161,22.87419355,21.75806452,21.80967742,22.78064516,22.33548387,22.16451613,23.89032258,23.30322581,22.33548387,22.87419355,21.48064516
1995,2,22.91785714,22.56071429,21.98928571,21.92857143,21.41785714,22.43571429,21.77142857,24.09285714,23.37857143,22.43571429,23.2,21.06428571
1995,3,23.53225806,23.21935484,21.83548387,22.3,22.09354839,22.88387097,22.45806452,24.41935484,23.83225806,22.88387097,23.38387097,21.17419355
1995,4,23.75333333,24.32666667,22.33333333,23.43666667,22.90333333,23.8,23.86,24.78,25.22,23.8,24.23666667,20.42666667
1995,5,22.27419355,23.8483871,22.59354839,22.78709677,22.76774194,23.1483871,23.30967742,24.68387097,24.36774194,23.1483871,23.78709677,23.25806452
1995,6,23.18,23.43666667,24.14,22.47666667,22.45333333,23.10666667,23.02666667,24.59333333,24.14,23.10666667,23.43666667,23.17666667
1995,7,22.18387097,23.09032258,22.13548387,22.13548387,22.78064516,23.53870968,23.08064516,24.11612903,24.09032258,23.53870968,23.09032258,22.30322581
1995,8,22.98709677,23.63870968,22.15806452,22.35806452,23.20967742,22.75806452,23.25806452,24.29677419,24.18064516,22.75806452,23.17741935,22.76774194
1995,9,23.11666667,23.42,22.04666667,22.48666667,23.64666667,22.82,22.82,24,23.96666667,22.82,23,22.16666667
1995,10,22.89354839,23.86451613,22.36774194,22.53548387,23.79677419,23.09354839,23.21290323,24.02580645,24.05806452,23.09354839,22.94516129,22.38064516
1995,11,23.46,23.65666667,22.27,22.92666667,23.80333333,22.42,22.75333333,24.10666667,24.05333333,22.42,22.71,22.71333333
1995,12,23.12258065,22.82903226,22.57419355,22.69354839,23.53548387,21.94516129,22.41612903,23.68387097,23.58709677,21.94516129,22.05806452,23.07419355
1996,1,22.66129032,21.92903226,22.23548387,21.83225806,23.03870968,21.51290323,21.94193548,23.29032258,23.03870968,21.51290323,22.26774194,23.1483871
1996,2,23.42758621,23.46206897,22.01724138,21.70344828,23.64137931,21.3862069,22.45517241,23.13793103,24.05517241,21.3862069,22.8,21.98965517
1996,3,23.4,23.51612903,22.06774194,21.88709677,23.53870968,22.43870968,22.72903226,23.49032258,23.8516129,22.43870968,23.24193548,23.5483871
1996,4,23.69333333,23.88666667,22.26,21.33,22.26,23.47666667,23.01333333,24.18666667,22.48333333,23.47666667,22.79666667,24.06
1996,5,23.70967742,23.97096774,22.09354839,22.39032258,22.09354839,23.49354839,23.21935484,23.81935484,23.17419355,23.49354839,23.0516129,23.47096774
1996,6,23.49666667,24.16333333,22.34666667,22.71666667,22.34666667,23.57666667,23.04,23.65333333,23.48,23.57666667,22.85666667,23.22666667
1996,7,23.30322581,23.67096774,22.05806452,22.71290323,22.05806452,23.02258065,23.41935484,23.68387097,22.57096774,23.02258065,23.13870968,23.0516129
1996,8,22.16129032,22.16129032,22.3483871,22.26129032,22.57741935,22.97741935,23.45806452,23.29677419,22.6516129,22.97741935,22.16129032,22.40967742
1996,9,22.36,22.36,21.99,22.76333333,23.00666667,23.12333333,23.42,23.12,23.00666667,23.12333333,22.36,22.88
1996,10,22.72258065,22.72258065,21.88387097,23.18709677,20.70322581,22.98064516,23.01290323,23.50967742,22.56129032,22.98064516,22.72258065,22.05806452
1996,11,23.40666667,23.40666667,22.18333333,23.25666667,20.83333333,22.84666667,22.90666667,23.49333333,23.16,22.84666667,23.40666667,22.65333333
1996,12,23.52580645,23.17741935,22.28387097,23.39354839,22.89032258,22.85806452,22.69677419,23.70322581,22.89032258,22.85806452,23.52580645,22.61935484
1997,1,22.74193548,22.2483871,22.20645161,23.10967742,21.86129032,22.01290323,21.69354839,22.82580645,21.86129032,22.01290323,22.2483871,22.12903226
1997,2,23.07857143,23.06071429,21.78214286,23.95714286,21.78214286,22.78214286,22.56428571,23.67142857,21.78214286,22.78214286,23.06071429,22.85
1997,3,22.64516129,22.64516129,21.43870968,23.50645161,21.43870968,22.42258065,21.98709677,23.41290323,21.43870968,22.42258065,22.64516129,23.09032258
1997,4,21.79,24.02666667,21.48,24.63333333,21.48,23.23333333,22.95333333,24.21,21.48,23.23333333,24.02666667,23.87333333
1997,5,23.21290323,24.78387097,21.97741935,24.08064516,21.97741935,23.87741935,23.56129032,24.78709677,21.97741935,23.87741935,24.78387097,23.00645161
1997,6,22.93333333,23.70666667,21.58666667,23.36333333,20.52,23.28333333,23.04,23.75333333,21.58666667,23.28333333,22.71,23.42666667
1997,7,24.68064516,24.42580645,21.95806452,24.01612903,23.32258065,23.71612903,23.4516129,24.90967742,21.95806452,23.71612903,23.12580645,23.70645161
1997,8,24.08064516,24.31612903,21.89354839,24.51290323,22.87741935,23.8,23.45806452,24.47096774,21.89354839,23.8,22.76129032,23.7
1997,9,23.79333333,24.11666667,21.73666667,24.06333333,23.08666667,23.47333333,23.42,24.25666667,21.73666667,23.47333333,22.98333333,23.80333333
1997,10,24.18709677,24.28064516,21.90967742,24.28709677,23.67096774,23.32258065,23.23548387,24.39354839,21.90967742,23.32258065,23.31935484,24.28709677
1997,11,23.87,23.91,21.94333333,23.94666667,23.49333333,23.54,23.40333333,24.46666667,21.94333333,23.54,23.66666667,23.98333333
1997,12,23.96774194,23.42580645,22.19354839,24.09677419,24.27419355,23.24516129,23.03225806,24.76129032,22.19354839,23.24516129,23.42580645,21.20645161
1998,1,23.96774194,23.22903226,22.21612903,24.03548387,24.25806452,22.70967742,22.87096774,24.78709677,22.21612903,22.70967742,23.9483871,23.1483871
1998,2,24.53571429,24.025,22.64285714,24.67857143,24.34285714,23.56428571,23.56785714,25.03571429,22.64285714,23.56428571,24.275,23.93571429
